,query,dataset,runtime,variant,configuration
4618,query64.sql,tpcds,2531206,rowgroup,single_node_mod_spark
4619,query58.sql,tpcds,933090,rowgroup,single_node_mod_spark
4620,query71.sql,tpcds,933963,rowgroup,single_node_mod_spark
4621,query65.sql,tpcds,1113134,rowgroup,single_node_mod_spark
4622,query54.sql,tpcds,580552,rowgroup,single_node_mod_spark
4623,query76.sql,tpcds,887477,rowgroup,single_node_mod_spark
4624,query72.sql,tpcds,290611,rowgroup,single_node_mod_spark
4625,query73.sql,tpcds,269264,rowgroup,single_node_mod_spark
4626,query66.sql,tpcds,775731,rowgroup,single_node_mod_spark
4627,query59.sql,tpcds,640923,rowgroup,single_node_mod_spark
4628,query69.sql,tpcds,436876,rowgroup,single_node_mod_spark
4629,query77.sql,tpcds,1474258,rowgroup,single_node_mod_spark
4630,query63.sql,tpcds,552718,rowgroup,single_node_mod_spark
4631,query68.sql,tpcds,1031639,rowgroup,single_node_mod_spark
4632,query55.sql,tpcds,537826,rowgroup,single_node_mod_spark
4633,query56.sql,tpcds,1259564,rowgroup,single_node_mod_spark
4634,query60.sql,tpcds,1225308,rowgroup,single_node_mod_spark
4635,query75.sql,tpcds,2400234,rowgroup,single_node_mod_spark
4636,query57.sql,tpcds,702924,rowgroup,single_node_mod_spark
4637,query78.sql,tpcds,2037959,rowgroup,single_node_mod_spark
4638,query62.sql,tpcds,52747,rowgroup,single_node_mod_spark
4639,query74.sql,tpcds,1497834,rowgroup,single_node_mod_spark
4640,query53.sql,tpcds,566608,rowgroup,single_node_mod_spark
4641,query85.sql,tpcds,281861,rowgroup,single_node_mod_spark
4642,query83.sql,tpcds,59301,rowgroup,single_node_mod_spark
4643,query92.sql,tpcds,100442,rowgroup,single_node_mod_spark
4644,query104.sql,tpcds,517466,rowgroup,single_node_mod_spark
4645,query93.sql,tpcds,1525393,rowgroup,single_node_mod_spark
4646,query87.sql,tpcds,347837,rowgroup,single_node_mod_spark
4647,query82.sql,tpcds,270921,rowgroup,single_node_mod_spark
4648,query98.sql,tpcds,408038,rowgroup,single_node_mod_spark
4649,query94.sql,tpcds,279753,rowgroup,single_node_mod_spark
4650,query101.sql,tpcds,538424,rowgroup,single_node_mod_spark
4651,query99.sql,tpcds,132656,rowgroup,single_node_mod_spark
4652,query86.sql,tpcds,180546,rowgroup,single_node_mod_spark
4653,query102.sql,tpcds,477103,rowgroup,single_node_mod_spark
4654,query103.sql,tpcds,458062,rowgroup,single_node_mod_spark
4655,query81.sql,tpcds,64326,rowgroup,single_node_mod_spark
4656,query91.sql,tpcds,15207,rowgroup,single_node_mod_spark
4657,query96.sql,tpcds,180620,rowgroup,single_node_mod_spark
4658,query84.sql,tpcds,35820,rowgroup,single_node_mod_spark
4659,query89.sql,tpcds,529948,rowgroup,single_node_mod_spark
4660,query97.sql,tpcds,568090,rowgroup,single_node_mod_spark
4661,query80.sql,tpcds,2002960,rowgroup,single_node_mod_spark
4662,query79.sql,tpcds,821625,rowgroup,single_node_mod_spark
4663,query131.sql,tpcds,59424,rowgroup,single_node_mod_spark
4664,query112.sql,tpcds,184939,rowgroup,single_node_mod_spark
4665,query121.sql,tpcds,52959,rowgroup,single_node_mod_spark
4666,query115.sql,tpcds,137989,rowgroup,single_node_mod_spark
4667,query108.sql,tpcds,130013,rowgroup,single_node_mod_spark
4668,query125.sql,tpcds,14350,rowgroup,single_node_mod_spark
4669,query116.sql,tpcds,177385,rowgroup,single_node_mod_spark
4670,query130.sql,tpcds,33708,rowgroup,single_node_mod_spark
4671,query114.sql,tpcds,154519,rowgroup,single_node_mod_spark
4672,query129.sql,tpcds,53789,rowgroup,single_node_mod_spark
4673,query109.sql,tpcds,124348,rowgroup,single_node_mod_spark
4674,query126.sql,tpcds,16901,rowgroup,single_node_mod_spark
4675,query118.sql,tpcds,223338,rowgroup,single_node_mod_spark
4676,query117.sql,tpcds,215392,rowgroup,single_node_mod_spark
4677,query120.sql,tpcds,52418,rowgroup,single_node_mod_spark
4678,query122.sql,tpcds,4107,rowgroup,single_node_mod_spark
4679,query123.sql,tpcds,4475,rowgroup,single_node_mod_spark
4680,query128.sql,tpcds,52396,rowgroup,single_node_mod_spark
4681,query107.sql,tpcds,538260,rowgroup,single_node_mod_spark
4682,query124.sql,tpcds,14009,rowgroup,single_node_mod_spark
4683,query113.sql,tpcds,137047,rowgroup,single_node_mod_spark
4684,query111.sql,tpcds,129212,rowgroup,single_node_mod_spark
4685,query106.sql,tpcds,510623,rowgroup,single_node_mod_spark
4686,query110.sql,tpcds,90437,rowgroup,single_node_mod_spark
4687,query127.sql,tpcds,14328,rowgroup,single_node_mod_spark
4688,query105.sql,tpcds,476442,rowgroup,single_node_mod_spark
4689,query119.sql,tpcds,267215,rowgroup,single_node_mod_spark
4690,query17.sql,tpcds,1224301,rowgroup,single_node_mod_spark
4691,query20.sql,tpcds,198562,rowgroup,single_node_mod_spark
4692,query22.sql,tpcds,43793,rowgroup,single_node_mod_spark
4693,query11.sql,tpcds,1650298,rowgroup,single_node_mod_spark
4694,query5.sql,tpcds,1599233,rowgroup,single_node_mod_spark
4695,query6.sql,tpcds,330206,rowgroup,single_node_mod_spark
4696,query18.sql,tpcds,755794,rowgroup,single_node_mod_spark
4697,query7.sql,tpcds,1033058,rowgroup,single_node_mod_spark
4698,query21.sql,tpcds,43551,rowgroup,single_node_mod_spark
4699,query10.sql,tpcds,479503,rowgroup,single_node_mod_spark
4700,query9.sql,tpcds,4492322,rowgroup,single_node_mod_spark
4701,query16.sql,tpcds,650251,rowgroup,single_node_mod_spark
4702,query26.sql,tpcds,454438,rowgroup,single_node_mod_spark
4703,query25.sql,tpcds,1153513,rowgroup,single_node_mod_spark
4704,query12.sql,tpcds,130986,rowgroup,single_node_mod_spark
4705,query19.sql,tpcds,576928,rowgroup,single_node_mod_spark
4706,query13.sql,tpcds,1214658,rowgroup,single_node_mod_spark
4707,query4.sql,tpcds,2544550,rowgroup,single_node_mod_spark
4708,query3.sql,tpcds,399293,rowgroup,single_node_mod_spark
4709,query8.sql,tpcds,415759,rowgroup,single_node_mod_spark
4710,query2.sql,tpcds,393121,rowgroup,single_node_mod_spark
4711,query15.sql,tpcds,179206,rowgroup,single_node_mod_spark
4712,query1.sql,tpcds,73005,rowgroup,single_node_mod_spark
4713,query36.sql,tpcds,834225,rowgroup,single_node_mod_spark
4714,query49.sql,tpcds,1791577,rowgroup,single_node_mod_spark
4715,query52.sql,tpcds,524772,rowgroup,single_node_mod_spark
4716,query31.sql,tpcds,1098259,rowgroup,single_node_mod_spark
4717,query35.sql,tpcds,471690,rowgroup,single_node_mod_spark
4718,query37.sql,tpcds,169658,rowgroup,single_node_mod_spark
4719,query29.sql,tpcds,1217436,rowgroup,single_node_mod_spark
4720,query50.sql,tpcds,1096202,rowgroup,single_node_mod_spark
4721,query33.sql,tpcds,1273660,rowgroup,single_node_mod_spark
4722,query42.sql,tpcds,469126,rowgroup,single_node_mod_spark
4723,query32.sql,tpcds,431475,rowgroup,single_node_mod_spark
4724,query43.sql,tpcds,324697,rowgroup,single_node_mod_spark
4725,query34.sql,tpcds,287348,rowgroup,single_node_mod_spark
4726,query27.sql,tpcds,994795,rowgroup,single_node_mod_spark
4727,query38.sql,tpcds,549920,rowgroup,single_node_mod_spark
4728,query48.sql,tpcds,867413,rowgroup,single_node_mod_spark
4729,query44.sql,tpcds,2388427,rowgroup,single_node_mod_spark
4730,query46.sql,tpcds,753590,rowgroup,single_node_mod_spark
4731,query85.sql,tpcds,289692,rowgroup,single_node_mod_spark
4732,query108.sql,tpcds,58355,rowgroup,single_node_mod_spark
4733,query54.sql,tpcds,588670,rowgroup,single_node_mod_spark
4734,query100.sql,tpcds,541470,rowgroup,single_node_mod_spark
4735,query93.sql,tpcds,1319047,rowgroup,single_node_mod_spark
4736,query109.sql,tpcds,130524,rowgroup,single_node_mod_spark
4737,query122.sql,tpcds,54089,rowgroup,single_node_mod_spark
4738,query101.sql,tpcds,532500,rowgroup,single_node_mod_spark
4739,query59.sql,tpcds,638514,rowgroup,single_node_mod_spark
4740,query113.sql,tpcds,176414,rowgroup,single_node_mod_spark
4741,query103.sql,tpcds,530566,rowgroup,single_node_mod_spark
4742,query96.sql,tpcds,348694,rowgroup,single_node_mod_spark
4743,query45.sql,tpcds,146424,rowgroup,single_node_mod_spark
4744,query60.sql,tpcds,1245279,rowgroup,single_node_mod_spark
4745,query75.sql,tpcds,2313382,rowgroup,single_node_mod_spark
4746,query79.sql,tpcds,755886,rowgroup,single_node_mod_spark
4747,query127.sql,tpcds,18421,rowgroup,single_node_mod_spark
4748,query115.sql,tpcds,182104,rowgroup,single_node_mod_spark
4749,query94.sql,tpcds,348211,rowgroup,single_node_mod_spark
4750,query102.sql,tpcds,543624,rowgroup,single_node_mod_spark
4751,query69.sql,tpcds,291842,rowgroup,single_node_mod_spark
4752,query124.sql,tpcds,15653,rowgroup,single_node_mod_spark
4753,query77.sql,tpcds,1488046,rowgroup,single_node_mod_spark
4754,query56.sql,tpcds,1353663,rowgroup,single_node_mod_spark
4755,query80.sql,tpcds,1954559,rowgroup,single_node_mod_spark
4756,query110.sql,tpcds,122224,rowgroup,single_node_mod_spark
4757,query62.sql,tpcds,40998,rowgroup,single_node_mod_spark
4758,query74.sql,tpcds,1368123,rowgroup,single_node_mod_spark
4759,query64.sql,tpcds,2691135,rowgroup,single_node_mod_spark
4760,query121.sql,tpcds,55340,rowgroup,single_node_mod_spark
4761,query116.sql,tpcds,311201,rowgroup,single_node_mod_spark
4762,query104.sql,tpcds,539681,rowgroup,single_node_mod_spark
4763,query114.sql,tpcds,171512,rowgroup,single_node_mod_spark
4764,query72.sql,tpcds,372171,rowgroup,single_node_mod_spark
4765,query117.sql,tpcds,285704,rowgroup,single_node_mod_spark
4766,query86.sql,tpcds,174086,rowgroup,single_node_mod_spark
4767,query107.sql,tpcds,487805,rowgroup,single_node_mod_spark
4768,query63.sql,tpcds,497517,rowgroup,single_node_mod_spark
4769,query41.sql,tpcds,595,rowgroup,single_node_mod_spark
4770,query84.sql,tpcds,35102,rowgroup,single_node_mod_spark
4771,query97.sql,tpcds,543201,rowgroup,single_node_mod_spark
4772,query106.sql,tpcds,523879,rowgroup,single_node_mod_spark
4773,query53.sql,tpcds,473710,rowgroup,single_node_mod_spark
4774,query112.sql,tpcds,186025,rowgroup,single_node_mod_spark
4775,query58.sql,tpcds,849776,rowgroup,single_node_mod_spark
4776,query92.sql,tpcds,112572,rowgroup,single_node_mod_spark
4777,query130.sql,tpcds,58032,rowgroup,single_node_mod_spark
4778,query90.sql,tpcds,96986,rowgroup,single_node_mod_spark
4779,query87.sql,tpcds,550889,rowgroup,single_node_mod_spark
4780,query118.sql,tpcds,293377,rowgroup,single_node_mod_spark
4781,query82.sql,tpcds,294746,rowgroup,single_node_mod_spark
4782,query73.sql,tpcds,270865,rowgroup,single_node_mod_spark
4783,query99.sql,tpcds,135381,rowgroup,single_node_mod_spark
4784,query128.sql,tpcds,56232,rowgroup,single_node_mod_spark
4785,query91.sql,tpcds,3778,rowgroup,single_node_mod_spark
4786,query131.sql,tpcds,35176,rowgroup,single_node_mod_spark
4787,query83.sql,tpcds,52647,rowgroup,single_node_mod_spark
4788,query71.sql,tpcds,928532,rowgroup,single_node_mod_spark
4789,query125.sql,tpcds,16843,rowgroup,single_node_mod_spark
4790,query126.sql,tpcds,2751,rowgroup,single_node_mod_spark
4791,query98.sql,tpcds,450231,rowgroup,single_node_mod_spark
4792,query123.sql,tpcds,49713,rowgroup,single_node_mod_spark
4793,query66.sql,tpcds,754275,rowgroup,single_node_mod_spark
4794,query81.sql,tpcds,49879,rowgroup,single_node_mod_spark
4795,query55.sql,tpcds,539387,rowgroup,single_node_mod_spark
4796,query51.sql,tpcds,658581,rowgroup,single_node_mod_spark
4797,query111.sql,tpcds,123563,rowgroup,single_node_mod_spark
4798,query57.sql,tpcds,638854,rowgroup,single_node_mod_spark
4799,query105.sql,tpcds,500515,rowgroup,single_node_mod_spark
4800,query119.sql,tpcds,258385,rowgroup,single_node_mod_spark
4801,query41.sql,tpcds,1306,rowgroup,single_node_mod_spark
4802,query100.sql,tpcds,513331,rowgroup,single_node_mod_spark
4803,query95.sql,tpcds,565977,rowgroup,single_node_mod_spark
4804,query45.sql,tpcds,147549,rowgroup,single_node_mod_spark
4805,query90.sql,tpcds,63838,rowgroup,single_node_mod_spark
4806,query51.sql,tpcds,650481,rowgroup,single_node_mod_spark
4807,query47.sql,tpcds,1660156,rowgroup,single_node_mod_spark
4808,30.sql,tpch,3871697,vanilla,single_node_mod_spark
4809,30.sql,tpch,3129154,vanilla,single_node_mod_spark
4810,23.sql,tpch,385971,vanilla,single_node_mod_spark
4811,37.sql,tpch,1446720,vanilla,single_node_mod_spark
4812,32.sql,tpch,421930,vanilla,single_node_mod_spark
4813,12.sql,tpch,1426570,vanilla,single_node_mod_spark
4814,6.sql,tpch,1100038,vanilla,single_node_mod_spark
4815,21.sql,tpch,13598839,vanilla,single_node_mod_spark
4816,25.sql,tpch,374741,vanilla,single_node_mod_spark
4817,17.sql,tpch,9477637,vanilla,single_node_mod_spark
4818,11.sql,tpch,874804,vanilla,single_node_mod_spark
4819,27.sql,tpch,3256423,vanilla,single_node_mod_spark
4820,9.sql,tpch,16004869,vanilla,single_node_mod_spark
4821,2.sql,tpch,1087641,vanilla,single_node_mod_spark
4822,29.sql,tpch,3397206,vanilla,single_node_mod_spark
4823,33.sql,tpch,412548,vanilla,single_node_mod_spark
4824,34.sql,tpch,454207,vanilla,single_node_mod_spark
4825,15.sql,tpch,3090178,vanilla,single_node_mod_spark
4826,1.sql,tpch,1239481,vanilla,single_node_mod_spark
4827,14.sql,tpch,1606743,vanilla,single_node_mod_spark
4828,20.sql,tpch,2368959,vanilla,single_node_mod_spark
4829,13.sql,tpch,1203452,vanilla,single_node_mod_spark
4830,22.sql,tpch,495144,vanilla,single_node_mod_spark
4831,10.sql,tpch,4613621,vanilla,single_node_mod_spark
4832,31.sql,tpch,446809,vanilla,single_node_mod_spark
4833,28.sql,tpch,3693859,vanilla,single_node_mod_spark
4834,36.sql,tpch,1411747,vanilla,single_node_mod_spark
4835,3.sql,tpch,4469354,vanilla,single_node_mod_spark
4836,30.sql,tpch,3181408,vanilla,single_node_mod_spark
4837,23.sql,tpch,379699,vanilla,single_node_mod_spark
4838,37.sql,tpch,1450343,vanilla,single_node_mod_spark
4839,32.sql,tpch,453754,vanilla,single_node_mod_spark
4840,12.sql,tpch,1574131,vanilla,single_node_mod_spark
4841,6.sql,tpch,1092633,vanilla,single_node_mod_spark
4842,21.sql,tpch,15689587,vanilla,single_node_mod_spark
4843,25.sql,tpch,379672,vanilla,single_node_mod_spark
4844,17.sql,tpch,11926577,vanilla,single_node_mod_spark
4845,11.sql,tpch,1022212,vanilla,single_node_mod_spark
4846,27.sql,tpch,3449558,vanilla,single_node_mod_spark
4847,9.sql,tpch,20816611,vanilla,single_node_mod_spark
4848,2.sql,tpch,1343214,vanilla,single_node_mod_spark
4849,29.sql,tpch,3547717,vanilla,single_node_mod_spark
4850,33.sql,tpch,408207,vanilla,single_node_mod_spark
4851,34.sql,tpch,456499,vanilla,single_node_mod_spark
4852,15.sql,tpch,3092636,vanilla,single_node_mod_spark
4853,1.sql,tpch,1261884,vanilla,single_node_mod_spark
4854,14.sql,tpch,1643773,vanilla,single_node_mod_spark
4855,20.sql,tpch,2586043,vanilla,single_node_mod_spark
4856,13.sql,tpch,1211176,vanilla,single_node_mod_spark
4857,5.sql,tpch,14345797,vanilla,single_node_mod_spark
4858,22.sql,tpch,493705,vanilla,single_node_mod_spark
4859,10.sql,tpch,4193440,vanilla,single_node_mod_spark
4860,31.sql,tpch,432983,vanilla,single_node_mod_spark
4861,5.sql,tpch,10708788,vanilla,single_node_mod_spark
4862,35.sql,tpch,1426829,vanilla,single_node_mod_spark
4863,19.sql,tpch,1920970,vanilla,single_node_mod_spark
4864,28.sql,tpch,2989620,vanilla,single_node_mod_spark
4865,16.sql,tpch,170124,vanilla,single_node_mod_spark
4866,26.sql,tpch,348230,vanilla,single_node_mod_spark
4867,36.sql,tpch,1410526,vanilla,single_node_mod_spark
4868,24.sql,tpch,389727,vanilla,single_node_mod_spark
4869,3.sql,tpch,4108119,vanilla,single_node_mod_spark
4870,4.sql,tpch,1773000,vanilla,single_node_mod_spark
4871,7.sql,tpch,4553306,vanilla,single_node_mod_spark
4872,8.sql,tpch,15217225,vanilla,single_node_mod_spark
4873,25.sql,tpch,415393,vanilla,single_node_mod_spark
4874,11.sql,tpch,395068,vanilla,single_node_mod_spark
4875,9.sql,tpch,15849338,vanilla,single_node_mod_spark
4876,34.sql,tpch,462278,vanilla,single_node_mod_spark
4877,13.sql,tpch,1178995,vanilla,single_node_mod_spark
4878,22.sql,tpch,310653,vanilla,single_node_mod_spark
4879,10.sql,tpch,3099004,vanilla,single_node_mod_spark
4880,31.sql,tpch,419086,vanilla,single_node_mod_spark
4881,37.sql,tpch,1433088,vanilla,single_node_mod_spark
4882,32.sql,tpch,423274,vanilla,single_node_mod_spark
4883,6.sql,tpch,1094397,vanilla,single_node_mod_spark
4884,21.sql,tpch,16679500,vanilla,single_node_mod_spark
4885,15.sql,tpch,3094225,vanilla,single_node_mod_spark
4886,14.sql,tpch,1616259,vanilla,single_node_mod_spark
4887,16.sql,tpch,346016,vanilla,single_node_mod_spark
4888,27.sql,tpch,3691132,vanilla,single_node_mod_spark
4889,23.sql,tpch,402928,vanilla,single_node_mod_spark
4890,29.sql,tpch,3446559,vanilla,single_node_mod_spark
4891,5.sql,tpch,9913921,vanilla,single_node_mod_spark
4892,7.sql,tpch,4299473,vanilla,single_node_mod_spark
4893,8.sql,tpch,12275617,vanilla,single_node_mod_spark
4894,19.sql,tpch,1945871,vanilla,single_node_mod_spark
4895,26.sql,tpch,380541,vanilla,single_node_mod_spark
4896,16.sql,tpch,162706,vanilla,single_node_mod_spark
4897,26.sql,tpch,454307,vanilla,single_node_mod_spark
4898,35.sql,tpch,1428309,vanilla,single_node_mod_spark
4899,24.sql,tpch,398560,vanilla,single_node_mod_spark
4900,7.sql,tpch,4337527,vanilla,single_node_mod_spark
4901,8.sql,tpch,11451878,vanilla,single_node_mod_spark
4902,4.sql,tpch,1972480,vanilla,single_node_mod_spark
4903,35.sql,tpch,1428396,vanilla,single_node_mod_spark
4904,24.sql,tpch,398337,vanilla,single_node_mod_spark
4905,4.sql,tpch,1808183,vanilla,single_node_mod_spark
4906,33.sql,tpch,401704,bare,single_node_mod_spark
4907,34.sql,tpch,428268,bare,single_node_mod_spark
4908,33.sql,tpch,454092,bare,single_node_mod_spark
4909,6.sql,tpch,1077893,bare,single_node_mod_spark
4910,2.sql,tpch,862670,bare,single_node_mod_spark
4911,1.sql,tpch,1271315,bare,single_node_mod_spark
4912,5.sql,tpch,10103550,bare,single_node_mod_spark
4913,3.sql,tpch,3377998,bare,single_node_mod_spark
4914,7.sql,tpch,4387947,bare,single_node_mod_spark
4915,4.sql,tpch,1755886,bare,single_node_mod_spark
4916,12.sql,tpch,1380023,bare,single_node_mod_spark
4917,11.sql,tpch,499133,bare,single_node_mod_spark
4918,9.sql,tpch,16901204,bare,single_node_mod_spark
4919,14.sql,tpch,1580677,bare,single_node_mod_spark
4920,13.sql,tpch,1214489,bare,single_node_mod_spark
4921,10.sql,tpch,3065791,bare,single_node_mod_spark
4922,8.sql,tpch,13371271,bare,single_node_mod_spark
4923,30.sql,tpch,3642354,bare,single_node_mod_spark
4924,23.sql,tpch,361443,bare,single_node_mod_spark
4925,37.sql,tpch,1420669,bare,single_node_mod_spark
4926,32.sql,tpch,431749,bare,single_node_mod_spark
4927,12.sql,tpch,1533068,bare,single_node_mod_spark
4928,6.sql,tpch,1099440,bare,single_node_mod_spark
4929,21.sql,tpch,17667196,bare,single_node_mod_spark
4930,25.sql,tpch,378771,bare,single_node_mod_spark
4931,17.sql,tpch,13590528,bare,single_node_mod_spark
4932,11.sql,tpch,1385681,bare,single_node_mod_spark
4933,27.sql,tpch,3865585,bare,single_node_mod_spark
4934,9.sql,tpch,24835951,bare,single_node_mod_spark
4935,2.sql,tpch,1074288,bare,single_node_mod_spark
4936,29.sql,tpch,3383261,bare,single_node_mod_spark
4937,30.sql,tpch,2733674,bare,single_node_mod_spark
4938,23.sql,tpch,406452,bare,single_node_mod_spark
4939,37.sql,tpch,1428421,bare,single_node_mod_spark
4940,32.sql,tpch,458452,bare,single_node_mod_spark
4941,12.sql,tpch,1496969,bare,single_node_mod_spark
4942,6.sql,tpch,1106708,bare,single_node_mod_spark
4943,21.sql,tpch,14404861,bare,single_node_mod_spark
4944,25.sql,tpch,389013,bare,single_node_mod_spark
4945,17.sql,tpch,10474304,bare,single_node_mod_spark
4946,11.sql,tpch,949688,bare,single_node_mod_spark
4947,27.sql,tpch,3202518,bare,single_node_mod_spark
4948,23.sql,tpch,395713,bare,single_node_mod_spark
4949,25.sql,tpch,430988,bare,single_node_mod_spark
4950,27.sql,tpch,3463412,bare,single_node_mod_spark
4951,29.sql,tpch,3561179,bare,single_node_mod_spark
4952,28.sql,tpch,3516943,bare,single_node_mod_spark
4953,24.sql,tpch,358575,bare,single_node_mod_spark
4954,26.sql,tpch,348850,bare,single_node_mod_spark
4955,30.sql,tpch,3509284,bare,single_node_mod_spark
4956,37.sql,tpch,1408195,bare,single_node_mod_spark
4957,32.sql,tpch,418251,bare,single_node_mod_spark
4958,33.sql,tpch,427096,bare,single_node_mod_spark
4959,34.sql,tpch,442374,bare,single_node_mod_spark
4960,31.sql,tpch,429256,bare,single_node_mod_spark
4961,36.sql,tpch,1412469,bare,single_node_mod_spark
4962,35.sql,tpch,1398704,bare,single_node_mod_spark
4963,29.sql,tpch,3286250,bare,single_node_mod_spark
4964,13.sql,tpch,1176642,bare,single_node_mod_spark
4965,5.sql,tpch,10100384,bare,single_node_mod_spark
4966,31.sql,tpch,411087,bare,single_node_mod_spark
4967,17.sql,tpch,12447581,bare,single_node_mod_spark
4968,1.sql,tpch,1231308,bare,single_node_mod_spark
4969,14.sql,tpch,1549247,bare,single_node_mod_spark
4970,36.sql,tpch,1408933,bare,single_node_mod_spark
4971,21.sql,tpch,14603896,bare,single_node_mod_spark
4972,28.sql,tpch,3225327,bare,single_node_mod_spark
4973,35.sql,tpch,1425392,bare,single_node_mod_spark
4974,4.sql,tpch,1850993,bare,single_node_mod_spark
4975,7.sql,tpch,4531905,bare,single_node_mod_spark
4976,24.sql,tpch,425269,bare,single_node_mod_spark
4977,8.sql,tpch,12381773,bare,single_node_mod_spark
4978,10.sql,tpch,2861514,bare,single_node_mod_spark
4979,3.sql,tpch,3564069,bare,single_node_mod_spark
4980,26.sql,tpch,361490,bare,single_node_mod_spark
4981,17.sql,tpch,11269030,bare,single_node_mod_spark
4982,1.sql,tpch,1277056,bare,single_node_mod_spark
4983,14.sql,tpch,1617209,bare,single_node_mod_spark
4984,36.sql,tpch,1423827,bare,single_node_mod_spark
4985,29.sql,tpch,3194109,bare,single_node_mod_spark
4986,7.sql,tpch,4485292,bare,single_node_mod_spark
4987,26.sql,tpch,358753,bare,single_node_mod_spark
4988,3.sql,tpch,3583762,bare,single_node_mod_spark
4989,24.sql,tpch,400291,bare,single_node_mod_spark
4990,8.sql,tpch,11699147,bare,single_node_mod_spark
4991,13.sql,tpch,1183048,bare,single_node_mod_spark
4992,5.sql,tpch,9160040,bare,single_node_mod_spark
4993,28.sql,tpch,2997295,bare,single_node_mod_spark
4994,35.sql,tpch,1420958,bare,single_node_mod_spark
4995,16.sql,tpch,180796,bare,single_node_mod_spark
4996,19.sql,tpch,1924357,bare,single_node_mod_spark
4997,18.sql,tpch,11503066,bare,single_node_mod_spark
4998,21.sql,tpch,17388174,bare,single_node_mod_spark
4999,10.sql,tpch,3417986,bare,single_node_mod_spark
5000,7.sql,tpch,4618453,bare,single_node_mod_spark
5001,24.sql,tpch,378257,bare,single_node_mod_spark
5002,1.sql,tpch,1279046,bare,single_node_mod_spark
5003,20.sql,tpch,2449424,bare,single_node_mod_spark
5004,28.sql,tpch,3653796,bare,single_node_mod_spark
5005,35.sql,tpch,1430396,bare,single_node_mod_spark
5006,26.sql,tpch,398813,bare,single_node_mod_spark
5007,29.sql,tpch,3484223,bare,single_node_mod_spark
5008,14.sql,tpch,1635583,bare,single_node_mod_spark
5009,13.sql,tpch,1262573,bare,single_node_mod_spark
5010,31.sql,tpch,373832,bare,single_node_mod_spark
5011,36.sql,tpch,1420677,bare,single_node_mod_spark
5012,3.sql,tpch,4163280,bare,single_node_mod_spark
5013,16.sql,tpch,241817,bare,single_node_mod_spark
5014,4.sql,tpch,1642415,bare,single_node_mod_spark
5015,8.sql,tpch,12669363,bare,single_node_mod_spark
5016,19.sql,tpch,1934762,bare,single_node_mod_spark
5017,17.sql,tpch,11682957,bare,single_node_mod_spark
5018,15.sql,tpch,3097043,bare,single_node_mod_spark
5019,5.sql,tpch,10225615,bare,single_node_mod_spark
5020,22.sql,tpch,302210,bare,single_node_mod_spark
5021,15.sql,tpch,3102467,bare,single_node_mod_spark
5022,28.sql,tpch,3290324,bare,single_node_mod_spark
5023,35.sql,tpch,1417381,bare,single_node_mod_spark
5024,36.sql,tpch,1421889,bare,single_node_mod_spark
5025,19.sql,tpch,1933113,bare,single_node_mod_spark
5026,22.sql,tpch,324029,bare,single_node_mod_spark
5027,24.sql,tpch,373682,bare,single_node_mod_spark
5028,20.sql,tpch,2285268,bare,single_node_mod_spark
5029,26.sql,tpch,383522,bare,single_node_mod_spark
5030,15.sql,tpch,3112142,bare,single_node_mod_spark
5031,28.sql,tpch,3554032,bare,single_node_mod_spark
5032,35.sql,tpch,1418961,bare,single_node_mod_spark
5033,19.sql,tpch,1923120,bare,single_node_mod_spark
5034,20.sql,tpch,2227718,bare,single_node_mod_spark
5035,36.sql,tpch,1422778,bare,single_node_mod_spark
5036,19.sql,tpch,1892250,bare,single_node_mod_spark
5037,15.sql,tpch,3039950,bare,single_node_mod_spark
5038,22.sql,tpch,397464,bare,single_node_mod_spark
5039,24.sql,tpch,381697,bare,single_node_mod_spark
5040,20.sql,tpch,2372728,bare,single_node_mod_spark
5041,22.sql,tpch,330262,bare,single_node_mod_spark
5042,26.sql,tpch,402076,bare,single_node_mod_spark
5043,6.sql,tpch,1105821,register,single_node_mod_spark
5044,2.sql,tpch,862174,register,single_node_mod_spark
5045,1.sql,tpch,1222959,register,single_node_mod_spark
5046,5.sql,tpch,10945243,register,single_node_mod_spark
5047,3.sql,tpch,4252779,register,single_node_mod_spark
5048,7.sql,tpch,4614190,register,single_node_mod_spark
5049,4.sql,tpch,2135785,register,single_node_mod_spark
5050,12.sql,tpch,1358363,register,single_node_mod_spark
5051,11.sql,tpch,399010,register,single_node_mod_spark
5052,9.sql,tpch,19789771,register,single_node_mod_spark
5053,14.sql,tpch,1682980,register,single_node_mod_spark
5054,13.sql,tpch,1191575,register,single_node_mod_spark
5055,10.sql,tpch,3380009,register,single_node_mod_spark
5056,23.sql,tpch,400164,register,single_node_mod_spark
5057,25.sql,tpch,394443,register,single_node_mod_spark
5058,27.sql,tpch,3140824,register,single_node_mod_spark
5059,29.sql,tpch,3482306,register,single_node_mod_spark
5060,28.sql,tpch,3664760,register,single_node_mod_spark
5061,24.sql,tpch,387766,register,single_node_mod_spark
5062,26.sql,tpch,360875,register,single_node_mod_spark
5063,30.sql,tpch,3157978,register,single_node_mod_spark
5064,37.sql,tpch,1438951,register,single_node_mod_spark
5065,32.sql,tpch,413624,register,single_node_mod_spark
5066,33.sql,tpch,379505,register,single_node_mod_spark
5067,34.sql,tpch,404409,register,single_node_mod_spark
5068,31.sql,tpch,372234,register,single_node_mod_spark
